repo_id,Date,Commit_msg,Commit_counter,Commit_hash,Issue,Description
codes/24b-emb-aps-1-roberta_marcos,2024-08-27T17:46:30+00:00,funciona inicialmente,3,9a57ad7df1b6edfd6c5d5bb88a64bc1cfba4354a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-27T17:46:30+00:00,funciona inicialmente,3,9a57ad7df1b6edfd6c5d5bb88a64bc1cfba4354a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:40:45+00:00,sequência correta,4,7bd94503e04a946d64d3eae8f1c7d4ba7f2c0a0c,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:40:45+00:00,sequência correta,4,7bd94503e04a946d64d3eae8f1c7d4ba7f2c0a0c,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:40:45+00:00,sequência correta,4,7bd94503e04a946d64d3eae8f1c7d4ba7f2c0a0c,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:40:45+00:00,sequência correta,4,7bd94503e04a946d64d3eae8f1c7d4ba7f2c0a0c,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:42:07+00:00,embedded,5,645822f5fdbe0eb55c38aa267e873a30b5931239,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:42:07+00:00,embedded,5,645822f5fdbe0eb55c38aa267e873a30b5931239,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:42:07+00:00,embedded,5,645822f5fdbe0eb55c38aa267e873a30b5931239,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:42:07+00:00,embedded,5,645822f5fdbe0eb55c38aa267e873a30b5931239,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:43:50+00:00,embedded,6,eb541c2c1c3b272c14d0f2ed6b5364171f9c673d,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:43:50+00:00,embedded,6,eb541c2c1c3b272c14d0f2ed6b5364171f9c673d,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:43:50+00:00,embedded,6,eb541c2c1c3b272c14d0f2ed6b5364171f9c673d,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T12:43:50+00:00,embedded,6,eb541c2c1c3b272c14d0f2ed6b5364171f9c673d,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-28T13:17:15+00:00,checar,7,6575bc06c29355165178ba3261710a910589bcd9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T14:36:01+00:00,separado em arquivos,15,7cd526229e964ca2ec16d8b1a8716988b07428d9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T14:36:01+00:00,separado em arquivos,15,7cd526229e964ca2ec16d8b1a8716988b07428d9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T16:38:56+00:00,arquivos,16,e89f44a270d4b34ab254ab59e7aa4e4e00fe0867,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T16:38:56+00:00,arquivos,16,e89f44a270d4b34ab254ab59e7aa4e4e00fe0867,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T16:45:17+00:00,uéééééé,17,82ce6c01d6e8d7331630d56276e703c816053a57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T16:45:17+00:00,uéééééé,17,82ce6c01d6e8d7331630d56276e703c816053a57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T17:07:45+00:00,arquivos,20,be7487d2cf92815ee2e4f1ce784184c0d9c4f360,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T17:07:45+00:00,arquivos,20,be7487d2cf92815ee2e4f1ce784184c0d9c4f360,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T21:27:57+00:00,vou desistir,21,bdcdd5b9a794df8fda3ff26699e8e7fd622fa604,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-30T21:27:57+00:00,vou desistir,21,bdcdd5b9a794df8fda3ff26699e8e7fd622fa604,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-22T14:55:35+00:00,initial logic,1,d0bc528d4afff7e755373d057d4917d31b21c155,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-22T14:55:35+00:00,initial logic,1,d0bc528d4afff7e755373d057d4917d31b21c155,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-22T21:58:01+00:00,add sadness and sorrow music,2,f8feb37eb667be0dddecd0e77d4177c0c0ef1ec8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-22T21:58:01+00:00,add sadness and sorrow music,2,f8feb37eb667be0dddecd0e77d4177c0c0ef1ec8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-27T21:44:49+00:00,add timer,3,62f8fc46943e4f52b34326a039f1dded1237fcc9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-27T21:44:49+00:00,add timer,3,62f8fc46943e4f52b34326a039f1dded1237fcc9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:43:57+00:00,add head files,6,9b8fd0ee5ed1e8230fcf2e0a89095476d2f63ca7,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:51:21+00:00,removing callback head files,7,8d8c4495ba449fb1468780b74da9b936f89a0eb2,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:51:21+00:00,removing callback head files,7,8d8c4495ba449fb1468780b74da9b936f89a0eb2,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:51:21+00:00,removing callback head files,7,8d8c4495ba449fb1468780b74da9b936f89a0eb2,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:51:21+00:00,removing callback head files,7,8d8c4495ba449fb1468780b74da9b936f89a0eb2,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-sigma_embassados,2024-08-29T17:51:21+00:00,removing callback head files,7,8d8c4495ba449fb1468780b74da9b936f89a0eb2,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-22T14:55:06+00:00,jogo funcionando sem aleatoriedade,1,a6001c43089f50fd24472c9142ce9de89c9cac36,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-22T14:55:06+00:00,jogo funcionando sem aleatoriedade,1,a6001c43089f50fd24472c9142ce9de89c9cac36,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-22T14:55:06+00:00,jogo funcionando sem aleatoriedade,1,a6001c43089f50fd24472c9142ce9de89c9cac36,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-22T14:55:06+00:00,jogo funcionando sem aleatoriedade,1,a6001c43089f50fd24472c9142ce9de89c9cac36,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:53:58+00:00,musica de derota funcionando,2,141a010c02b6703a06cfc21b12c298c4bb9aa6f3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:53:58+00:00,musica de derota funcionando,2,141a010c02b6703a06cfc21b12c298c4bb9aa6f3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:53:58+00:00,musica de derota funcionando,2,141a010c02b6703a06cfc21b12c298c4bb9aa6f3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:53:58+00:00,musica de derota funcionando,2,141a010c02b6703a06cfc21b12c298c4bb9aa6f3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:56:57+00:00,musica erro funcionando,3,6723fe791b00d1a1acb7ca447a7e1f756a17c9c1,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:56:57+00:00,musica erro funcionando,3,6723fe791b00d1a1acb7ca447a7e1f756a17c9c1,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:56:57+00:00,musica erro funcionando,3,6723fe791b00d1a1acb7ca447a7e1f756a17c9c1,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T17:56:57+00:00,musica erro funcionando,3,6723fe791b00d1a1acb7ca447a7e1f756a17c9c1,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T20:16:42+00:00,t1,4,608da04e47975bb5429080823cea03ac8a1e6f4e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T20:16:42+00:00,t1,4,608da04e47975bb5429080823cea03ac8a1e6f4e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T20:16:42+00:00,t1,4,608da04e47975bb5429080823cea03ac8a1e6f4e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T20:16:42+00:00,t1,4,608da04e47975bb5429080823cea03ac8a1e6f4e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-26T20:16:42+00:00,t1,4,608da04e47975bb5429080823cea03ac8a1e6f4e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T01:35:48+00:00,musica star wars funcionando,5,6a25d0591cc6224da1da89fdba9d576425004e57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T01:35:48+00:00,musica star wars funcionando,5,6a25d0591cc6224da1da89fdba9d576425004e57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T01:35:48+00:00,musica star wars funcionando,5,6a25d0591cc6224da1da89fdba9d576425004e57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T01:35:48+00:00,musica star wars funcionando,5,6a25d0591cc6224da1da89fdba9d576425004e57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T01:35:48+00:00,musica star wars funcionando,5,6a25d0591cc6224da1da89fdba9d576425004e57,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T02:19:38+00:00,timeout funcionando,6,e456a547386971a5b4434180bae1d767495d8427,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T02:19:38+00:00,timeout funcionando,6,e456a547386971a5b4434180bae1d767495d8427,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T02:19:38+00:00,timeout funcionando,6,e456a547386971a5b4434180bae1d767495d8427,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T02:19:38+00:00,timeout funcionando,6,e456a547386971a5b4434180bae1d767495d8427,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T02:19:38+00:00,timeout funcionando,6,e456a547386971a5b4434180bae1d767495d8427,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-27T15:38:25+00:00,funcionando cm as variaveis fora. Arquivo musicas nao funcianndo,7,6889d4658dd74630d3b58c195bcad687f197b0dd,cInHeadFile,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,notVolatileVarIrq,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-29T22:17:33+00:00,funcionando com estados,8,8a1f1ea029c4f7d60bf89b1e1abecd9f449fef3a,cInHeadFile,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,notVolatileVarIrq,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-slindenbinden,2024-08-30T11:17:35-03:00,tuiuiu commit,9,482d20c50eecdcf518828617a8e2360441d2b353,badUseGlobalVar,main.c.dump
